SU_ID,CERAMICS_CLASS,CERAMICS_DETAILS,VESSELS,RIMS,HANDLES,BASES,WALLS,TOTAL,WEIGHT,SIZE_MIN,SIZE_MAX,SD_START,SD_END
3449,Impasto,NULL,NULL,NULL,NULL,NULL,17,17,0.134,2,6,-730,-580
3485,Buccheroid Impasto,NULL,NULL,4,1,NULL,16,21,0.07,2,5,-730,-580
3512,Buccheroid Impasto,NULL,NULL,1,NULL,NULL,37,38,0.13,2,6,-730,-580
3514,Impasto,NULL,NULL,8,NULL,NULL,68,76,0.852,2,10,-730,-580
3518,Buccheroid Impasto,NULL,NULL,4,1,NULL,16,21,0.07,1,4,-730,-580
3606,Buccheroid Impasto,NULL,NULL,1,NULL,2,11,14,0.048,2,4,-730,-580
3766,Buccheroid Impasto,NULL,NULL,2,NULL,NULL,2,4,0.172,2,10,-730,-580
5121,Impasto,NULL,NULL,1,NULL,NULL,5,6,0.054,2,4,-730,-580
2002,Impasto,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-730,-580
2002,Impasto,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-730,-580
3626,Impasto,One ridged handle and one pot lid,NULL,5,2,NULL,63,70,1.379,1,9,-730,-580
2589,Impasto Rosso,NULL,NULL,1,NULL,NULL,2,3,0.041,3,5,-730,-580
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-730,-580
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-730,-580
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-730,-580
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-725,-580
174,Italo Geometric,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,-700,-580
177,Impasto,NULL,NULL,NULL,1,NULL,10,NULL,NULL,NULL,NULL,-700,-580
177,Italo Geometric,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,-700,-580
177,Italo Geometric,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,-700,-580
587,Impasto,NULL,NULL,51,8,NULL,317,376,NULL,NULL,NULL,-700,-580
1112,Italo Geometric,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-700,-580
3012,Bucchero,NULL,NULL,8,4,NULL,12,24,NULL,NULL,NULL,-700,-580
3493,Italo Geometric,NULL,NULL,NULL,NULL,NULL,1,1,0.006,3,3,-700,-580
3514,Italo Geometric,NULL,NULL,NULL,NULL,NULL,3,3,0.001,2,3,-700,-580
3518,Italo Geometric,NULL,NULL,NULL,NULL,NULL,3,3,0.01,2,4,-700,-580
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-700,-580
2817,Impasto Rosso,NULL,NULL,1,NULL,NULL,7,8,0.054,3,8,-630,-580
3405,Bucchero,NULL,NULL,NULL,1,1,NULL,2,0.038,3,8,-625,-580
2586,Bucchero,NULL,NULL,1,NULL,NULL,NULL,1,0.004,3,3,-725,-575
505,Bucchero,NULL,NULL,11,7,1,18,37,NULL,NULL,NULL,-675,-575
26,Bucchero,NULL,NULL,30,11,7,72,120,NULL,NULL,NULL,-625,-575
427,Ionic Cup,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-625,-575
1110,Bucchero,NULL,NULL,1,NULL,NULL,5,6,NULL,NULL,NULL,-625,-575
2131,Bucchero,NULL,NULL,1,1,NULL,1,3,NULL,NULL,NULL,-625,-575
3394,Bucchero,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-625,-575
3396,Bucchero,NULL,NULL,NULL,NULL,NULL,3,3,0.008,1,2,-625,-575
2710,Bucchero,NULL,NULL,5,1,NULL,14,20,0.18,2,6,-625,-575
129,Bucchero,One piece featuring arched-hook design,NULL,3,NULL,NULL,5,8,0.012,1,2,-620,-575
5081,Bucchero,NULL,NULL,15,6,1,29,51,0.334,2,7,-640,-570
2287,Amphora,NULL,NULL,NULL,1,NULL,1,2,NULL,NULL,NULL,-625,-570
461,Etrusco-corinthian,NULL,NULL,8,1,1,24,34,0.134,1,4,-580,-560
2095,White On Red,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-700,-550
3153,Impasto,NULL,NULL,8,NULL,2,36,44,0.808,3,10,-700,-550
3188,Painted Fineware,NULL,NULL,NULL,NULL,NULL,2,2,0.001,3,3,-700,-550
2694,Impasto Rosso,NULL,NULL,1,NULL,NULL,2,3,0.008,2,5,-700,-550
0,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-675,-550
2570,Bucchero,NULL,NULL,1,NULL,NULL,NULL,1,0.029,7,7,-675,-550
2472,Etrusco-corinthian,NULL,NULL,NULL,2,NULL,NULL,2,0.002,1,2,-650,-550
3715,Etrusco-corinthian,NULL,NULL,NULL,1,NULL,3,4,0.005,1,2,-650,-550
2205,Bucchero,NULL,NULL,8,2,4,21,35,NULL,NULL,NULL,-625,-550
3004,Bucchero,NULL,NULL,37,17,6,52,112,NULL,NULL,NULL,-625,-550
3040,Bucchero,NULL,NULL,NULL,1,NULL,2,3,NULL,NULL,NULL,-625,-550
3052,Bucchero,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,-625,-550
2076,Bucchero,NULL,NULL,7,3,4,24,38,0.174,1,6,-600,-550
2076,Bucchero,NULL,NULL,7,3,4,24,38,0.174,1,6,-600,-550
2085,Bucchero,NULL,NULL,3,2,NULL,8,13,NULL,NULL,NULL,-600,-550
2147,Bucchero,NULL,NULL,26,5,6,35,72,NULL,NULL,NULL,-600,-550
461,Bucchero,NULL,NULL,21,11,5,50,87,0.484,2,6,-600,-550
2668,Bucchero,NULL,NULL,2,NULL,NULL,2,4,0.008,2,5,-600,-550
3626,Etrusco-Corinthian,"One sherd with a set of incised lines around the circumference, and 4 painted sherds",NULL,1,NULL,NULL,4,5,0.013,1,2.5,-570,-550
3131,Italo Geometric,NULL,NULL,1,NULL,NULL,1,2,0.006,NULL,2,-730,-540
3143,Italo Geometric,NULL,NULL,NULL,NULL,NULL,1,1,0.006,NULL,3,-650,-540
1218,Etrusco-corinthian,NULL,NULL,NULL,NULL,2,NULL,2,NULL,NULL,NULL,-630,-540
1396,Etrusco-corinthian,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-630,-540
3012,Etrusco-corinthian,NULL,NULL,1,NULL,NULL,8,9,NULL,NULL,NULL,-630,-540
3603,Etrusco-corinthian,NULL,NULL,1,1,NULL,2,4,0.012,3,4,-630,-540
3742,Italo Geometric,NULL,NULL,NULL,NULL,NULL,1,1,0.002,3,3,-630,-540
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-630,-540
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-630,-540
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-630,-540
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-630,-540
2002,Etrusco-corinthian,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-630,-540
3707,Etrusco-corinthian,NULL,NULL,NULL,NULL,NULL,1,1,0.006,4,4,-630,-540
3709,Italo Geometric,NULL,NULL,NULL,NULL,NULL,1,1,0.001,2,2,-630,-540
177,Impasto,NULL,NULL,NULL,1,NULL,10,NULL,NULL,NULL,NULL,-730,-530
3052,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,NULL,-730,-530
3045,Impasto Rosso,NULL,NULL,3,NULL,1,3,7,NULL,NULL,NULL,-600,-530
441,Painted Fineware,NULL,NULL,1,1,NULL,4,6,NULL,NULL,NULL,-600,-525
505,Etrusco-corinthian,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-600,-525
3018,Bucchero,NULL,NULL,NULL,NULL,2,2,4,NULL,NULL,NULL,-600,-525
3045,Bucchero,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,-600,-525
2085,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-550,-520
0,Impasto,NULL,NULL,1,NULL,NULL,10,11,NULL,NULL,NULL,-900,-500
5,Impasto,NULL,NULL,1,NULL,NULL,6,7,NULL,NULL,NULL,-900,-500
7,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,-900,-500
21,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-900,-500
24,Impasto,NULL,NULL,10,1,NULL,58,69,NULL,NULL,NULL,-900,-500
26,Impasto,NULL,NULL,54,20,8,478,560,NULL,NULL,NULL,-900,-500
32,Impasto,NULL,NULL,NULL,1,NULL,4,5,NULL,NULL,NULL,-900,-500
34,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-900,-500
48,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-900,-500
62,Impasto,NULL,NULL,NULL,NULL,NULL,11,11,NULL,NULL,NULL,-900,-500
64,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-900,-500
77,Impasto,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL,NULL,-900,-500
82,Impasto,NULL,NULL,NULL,NULL,NULL,33,33,NULL,NULL,NULL,-900,-500
88,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,-900,-500
89,Impasto,NULL,NULL,1,NULL,NULL,13,14,NULL,NULL,NULL,-900,-500
99,Impasto,NULL,NULL,1,NULL,1,2,4,NULL,NULL,NULL,-900,-500
101,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-900,-500
108,Impasto,NULL,NULL,2,NULL,NULL,4,6,NULL,NULL,NULL,-900,-500
111,Impasto,NULL,NULL,3,NULL,1,37,41,NULL,NULL,NULL,-900,-500
115,Impasto,NULL,NULL,NULL,NULL,1,2,3,NULL,NULL,NULL,-900,-500
119,Impasto,NULL,NULL,NULL,NULL,NULL,11,11,NULL,NULL,NULL,-900,-500
119,Impasto,NULL,NULL,NULL,NULL,NULL,11,11,NULL,NULL,NULL,-900,-500
120,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-900,-500
121,Impasto,NULL,NULL,1,NULL,NULL,3,4,NULL,NULL,NULL,-900,-500
123,Impasto,NULL,NULL,1,NULL,NULL,4,5,NULL,NULL,NULL,-900,-500
124,Impasto,NULL,NULL,2,NULL,1,28,31,NULL,NULL,NULL,-900,-500
129,Impasto,NULL,NULL,2,NULL,NULL,6,8,0.059,1.5,3,-900,-500
130,Impasto,NULL,NULL,1,NULL,NULL,5,6,NULL,NULL,NULL,-900,-500
132,Impasto,NULL,NULL,NULL,NULL,NULL,8,8,NULL,NULL,NULL,-900,-500
140,Impasto,NULL,NULL,5,1,NULL,55,61,NULL,NULL,NULL,-900,-500
144,Impasto,NULL,NULL,8,NULL,7,111,126,NULL,NULL,NULL,-900,-500
152,Impasto,NULL,NULL,1,NULL,NULL,32,33,NULL,NULL,NULL,-900,-500
155,Impasto,NULL,NULL,NULL,NULL,NULL,7,7,NULL,NULL,NULL,-900,-500
157,Impasto,NULL,NULL,2,NULL,NULL,16,18,NULL,NULL,NULL,-900,-500
164,Impasto,NULL,NULL,NULL,NULL,NULL,31,31,NULL,NULL,NULL,-900,-500
165,Impasto,NULL,NULL,NULL,NULL,NULL,6,6,NULL,NULL,NULL,-900,-500
166,Impasto,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,-900,-500
168,Impasto,NULL,NULL,NULL,NULL,1,3,4,NULL,NULL,NULL,-900,-500
169,Impasto,NULL,NULL,3,1,NULL,14,12,NULL,NULL,NULL,-900,-500
169,Impasto,NULL,NULL,3,1,NULL,14,12,NULL,NULL,NULL,-900,-500
170,Impasto,NULL,NULL,2,NULL,NULL,1,3,NULL,NULL,NULL,-900,-500
171,Impasto,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,-900,-500
183,Impasto,NULL,NULL,1,NULL,1,13,15,NULL,NULL,NULL,-900,-500
194,Impasto,NULL,NULL,1,NULL,NULL,7,8,NULL,NULL,NULL,-900,-500
195,Impasto,NULL,NULL,1,NULL,NULL,12,13,NULL,NULL,NULL,-900,-500
204,Impasto,NULL,NULL,3,NULL,NULL,11,14,NULL,NULL,NULL,-900,-500
213,Impasto,NULL,NULL,NULL,NULL,NULL,10,10,NULL,NULL,NULL,-900,-500
214,Impasto,NULL,NULL,1,NULL,NULL,22,23,NULL,NULL,NULL,-900,-500
218,Impasto,NULL,NULL,2,NULL,NULL,4,6,NULL,NULL,NULL,-900,-500
224,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-900,-500
228,Impasto,NULL,NULL,1,NULL,NULL,3,4,NULL,NULL,NULL,-900,-500
230,Impasto,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,-900,-500
234,Impasto,NULL,NULL,NULL,NULL,NULL,9,9,NULL,NULL,NULL,-900,-500
242,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-900,-500
250,Impasto,NULL,NULL,2,1,NULL,20,23,NULL,NULL,NULL,-900,-500
254,Impasto,NULL,NULL,2,NULL,NULL,19,22,NULL,NULL,NULL,-900,-500
256,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-900,-500
258,Impasto,NULL,NULL,2,1,NULL,11,15,NULL,NULL,NULL,-900,-500
260,Impasto,NULL,NULL,NULL,1,NULL,11,NULL,NULL,NULL,NULL,-900,-500
265,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-900,-500
280,Impasto,NULL,NULL,6,2,NULL,34,42,NULL,NULL,NULL,-900,-500
288,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-900,-500
290,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-900,-500
302,Impasto,NULL,NULL,NULL,1,NULL,1,2,NULL,NULL,NULL,-900,-500
306,Impasto,NULL,NULL,1,NULL,1,4,6,NULL,NULL,NULL,-900,-500
310,Impasto,NULL,NULL,3,NULL,3,31,37,NULL,NULL,NULL,-900,-500
320,Impasto,NULL,NULL,1,1,NULL,6,8,NULL,NULL,NULL,-900,-500
321,Impasto,NULL,NULL,16,2,3,110,121,1.872,NULL,NULL,-900,-500
323,Impasto,One sherd with two deeply incised parallel lines,NULL,1,NULL,NULL,11,12,0.104,1,4,-900,-500
324,Impasto,NULL,0,0,0,1,1,2,0.044,4,5,-900,-500
325,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-900,-500
329,Impasto,NULL,NULL,2,NULL,1,17,20,NULL,NULL,NULL,-900,-500
354,Impasto,NULL,NULL,1,NULL,NULL,9,10,NULL,NULL,NULL,-900,-500
356,Impasto,NULL,NULL,1,NULL,NULL,7,8,NULL,NULL,NULL,-900,-500
357,Impasto,NULL,NULL,18,NULL,2,78,98,NULL,NULL,NULL,-900,-500
366,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-900,-500
369,Impasto,NULL,NULL,12,NULL,1,31,44,NULL,NULL,NULL,-900,-500
372,Impasto,NULL,NULL,15,1,1,54,71,NULL,NULL,NULL,-900,-500
373,Impasto,NULL,NULL,5,1,1,50,57,NULL,NULL,NULL,-900,-500
375,Impasto,NULL,NULL,9,NULL,NULL,22,31,0.689,4,7,-900,-500
376,Impasto,NULL,NULL,2,NULL,NULL,22,24,0.178,1,3,-900,-500
377,Impasto,NULL,NULL,8,NULL,NULL,16,24,NULL,NULL,NULL,-900,-500
379,Impasto,NULL,NULL,4,NULL,1,2,7,NULL,NULL,NULL,-900,-500
380,Impasto,NULL,NULL,2,2,NULL,14,18,NULL,NULL,NULL,-900,-500
383,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.012,2,2,-900,-500
385,Impasto,NULL,NULL,8,2,1,85,96,NULL,NULL,NULL,-900,-500
389,Impasto,NULL,NULL,89,7,13,549,658,NULL,NULL,NULL,-900,-500
390,Impasto,NULL,NULL,90,1,5,382,477,NULL,NULL,NULL,-900,-500
392,Impasto,NULL,NULL,NULL,NULL,NULL,40,40,NULL,NULL,NULL,-900,-500
397,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-900,-500
398,Impasto,there seems to be a transitional impasto-commonware phase represented in this material. it is characterized by wheelmade pottery of the same coarseness as commonware (thus finer than impasto grezzo) which appears on ollae in the similar way as intern,NULL,1,1,NULL,42,44,0.813,3,5,-900,-500
401,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-900,-500
403,Impasto,NULL,NULL,NULL,1,NULL,2,3,NULL,NULL,NULL,-900,-500
409,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,-900,-500
412,Impasto,NULL,NULL,NULL,NULL,NULL,9,9,NULL,NULL,NULL,-900,-500
414,Impasto,NULL,NULL,167,1,20,921,1118,NULL,NULL,NULL,-900,-500
415,Impasto,NULL,NULL,1,1,1,11,14,NULL,NULL,NULL,-900,-500
416,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,-900,-500
419,Impasto,NULL,NULL,49,1,17,608,675,NULL,NULL,NULL,-900,-500
420,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,0.027,2,3,-900,-500
422,Impasto,NULL,NULL,NULL,NULL,NULL,22,22,NULL,NULL,NULL,-900,-500
430,Impasto,NULL,NULL,3,NULL,NULL,28,31,0.335,2,6,-900,-500
431,Impasto,NULL,NULL,1,NULL,NULL,27,28,NULL,NULL,NULL,-900,-500
432,Impasto,NULL,NULL,8,NULL,2,33,43,NULL,NULL,NULL,-900,-500
433,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-900,-500
434,Impasto,NULL,NULL,NULL,NULL,1,2,3,NULL,NULL,NULL,-900,-500
435,Impasto,NULL,NULL,3,NULL,NULL,53,56,NULL,NULL,NULL,-900,-500
436,Impasto,NULL,NULL,NULL,NULL,NULL,13,13,NULL,NULL,NULL,-900,-500
438,Impasto,NULL,NULL,3,NULL,NULL,6,9,NULL,NULL,NULL,-900,-500
439,Impasto,NULL,NULL,2,NULL,NULL,8,10,NULL,NULL,NULL,-900,-500
440,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-900,-500
441,Impasto,NULL,NULL,12,NULL,1,53,66,NULL,NULL,NULL,-900,-500
442,Impasto,NULL,NULL,3,NULL,NULL,12,15,NULL,NULL,NULL,-900,-500
444,Impasto,NULL,NULL,40,4,3,265,312,NULL,NULL,NULL,-900,-500
446,Impasto,NULL,NULL,NULL,1,NULL,9,10,NULL,NULL,NULL,-900,-500
448,Impasto,NULL,NULL,NULL,NULL,NULL,17,17,NULL,NULL,NULL,-900,-500
449,Impasto,NULL,NULL,2,NULL,NULL,10,12,NULL,NULL,NULL,-900,-500
452,Impasto,NULL,NULL,12,NULL,NULL,81,93,NULL,NULL,NULL,-900,-500
453,Impasto,NULL,NULL,4,NULL,4,40,48,NULL,NULL,NULL,-900,-500
455,Impasto,NULL,NULL,1,NULL,NULL,12,13,NULL,NULL,NULL,-900,-500
457,Impasto,Edited by Cheyenne Paulson 2017,NULL,9,NULL,7,53,NULL,1.372,NULL,NULL,-900,-500
458,Impasto,NULL,NULL,10,1,4,96,111,NULL,NULL,NULL,-900,-500
459,Impasto,NULL,NULL,8,NULL,1,21,30,NULL,NULL,NULL,-900,-500
461,Impasto,NULL,NULL,50,7,10,258,325,5.667,1,11,-900,-500
461,Impasto Rosso,NULL,NULL,9,1,1,67,78,1.395,NULL,NULL,-900,-500
464,Impasto,NULL,NULL,2,NULL,NULL,15,17,NULL,NULL,NULL,-900,-500
466,Impasto,NULL,NULL,3,1,NULL,15,19,NULL,NULL,NULL,-900,-500
475,Impasto,NULL,NULL,1,NULL,2,16,19,NULL,NULL,NULL,-900,-500
476,Impasto,NULL,NULL,2,NULL,NULL,NULL,2,NULL,NULL,NULL,-900,-500
477,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-900,-500
479,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-900,-500
481,Impasto,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,-900,-500
483,Impasto,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,-900,-500
486,Impasto,NULL,NULL,1,NULL,NULL,3,4,NULL,NULL,NULL,-900,-500
487,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-900,-500
490,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-900,-500
498,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-900,-500
505,Impasto,NULL,NULL,10,NULL,6,91,107,NULL,NULL,NULL,-900,-500
506,Impasto,NULL,NULL,1,1,NULL,16,18,NULL,NULL,NULL,-900,-500
509,Impasto,NULL,NULL,5,NULL,1,35,9,NULL,NULL,NULL,-900,-500
511,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,-900,-500
511,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,-900,-500
514,Impasto,NULL,NULL,2,NULL,NULL,4,6,NULL,NULL,NULL,-900,-500
516,Impasto,NULL,NULL,59,9,16,273,357,NULL,NULL,NULL,-900,-500
518,Impasto,NULL,NULL,NULL,NULL,NULL,7,7,NULL,NULL,NULL,-900,-500
519,Impasto,NULL,NULL,3,NULL,NULL,7,10,NULL,NULL,NULL,-900,-500
521,Impasto,NULL,NULL,1,NULL,NULL,5,6,NULL,NULL,NULL,-900,-500
523,Impasto,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,-900,-500
529,Impasto,NULL,NULL,NULL,NULL,NULL,7,7,NULL,NULL,NULL,-900,-500
532,Impasto,NULL,NULL,8,NULL,1,9,19,NULL,NULL,NULL,-900,-500
538,Impasto,NULL,NULL,1,NULL,NULL,5,6,NULL,NULL,NULL,-900,-500
539,Impasto,NULL,NULL,1,NULL,NULL,3,4,NULL,NULL,NULL,-900,-500
542,Impasto,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,-900,-500
543,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-900,-500
545,Impasto,NULL,NULL,NULL,NULL,NULL,7,7,NULL,NULL,NULL,-900,-500
552,Impasto,NULL,NULL,2,NULL,NULL,10,12,NULL,NULL,NULL,-900,-500
554,Impasto,NULL,NULL,7,2,2,39,50,NULL,NULL,NULL,-900,-500
557,Impasto,NULL,NULL,1,NULL,NULL,4,5,NULL,NULL,NULL,-900,-500
561,Impasto,NULL,NULL,1,1,2,5,9,NULL,NULL,NULL,-900,-500
562,Impasto,NULL,0,2,0,0,8,10,0.06,2,4,-900,-500
563,Impasto,NULL,NULL,3,1,NULL,55,59,NULL,NULL,NULL,-900,-500
569,Impasto,NULL,NULL,5,1,3,24,33,NULL,NULL,NULL,-900,-500
572,Impasto,NULL,NULL,1,NULL,NULL,9,10,NULL,NULL,NULL,-900,-500
573,Impasto,NULL,NULL,1,NULL,NULL,4,5,NULL,NULL,NULL,-900,-500
576,Impasto,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,-900,-500
579,Impasto,NULL,NULL,4,NULL,1,18,23,NULL,NULL,NULL,-900,-500
580,Impasto,NULL,NULL,6,NULL,1,14,21,NULL,NULL,NULL,-900,-500
583,Impasto,NULL,NULL,NULL,NULL,NULL,47,47,NULL,NULL,NULL,-900,-500
584,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-900,-500
587,Impasto,NULL,NULL,51,8,NULL,317,376,NULL,NULL,NULL,-900,-500
594,Impasto,NULL,NULL,2,NULL,NULL,18,20,NULL,NULL,NULL,-900,-500
596,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-900,-500
598,Impasto,NULL,NULL,3,NULL,NULL,2,5,NULL,NULL,NULL,-900,-500
603,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-900,-500
1005,Impasto,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,-900,-500
1014,Impasto,NULL,NULL,1,1,NULL,5,7,NULL,NULL,NULL,-900,-500
1027,Impasto,NULL,NULL,NULL,NULL,1,2,3,NULL,NULL,NULL,-900,-500
1030,Impasto,NULL,NULL,1,NULL,1,11,13,NULL,NULL,NULL,-900,-500
1036,Impasto,NULL,NULL,1,NULL,NULL,4,5,NULL,NULL,NULL,-900,-500
1039,Impasto,NULL,NULL,1,NULL,NULL,1,2,NULL,NULL,NULL,-900,-500
1051,Impasto,NULL,NULL,1,1,NULL,NULL,2,NULL,NULL,NULL,-900,-500
1056,Impasto,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,-900,-500
1064,Impasto,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,3,3,-900,-500
1066,Impasto,NULL,NULL,3,NULL,NULL,16,19,NULL,NULL,NULL,-900,-500
1069,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,-900,-500
1075,Impasto,NULL,NULL,NULL,NULL,NULL,2,8,NULL,NULL,NULL,-900,-500
1078,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.01,2,2,-900,-500
1080,Impasto,NULL,NULL,11,1,1,23,36,NULL,NULL,NULL,-900,-500
1086,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,-900,-500
1087,Impasto,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,NULL,-900,-500
1099,Impasto,NULL,NULL,2,NULL,NULL,10,12,NULL,NULL,NULL,-900,-500
1100,Impasto,NULL,NULL,1,NULL,NULL,6,7,NULL,NULL,NULL,-900,-500
1110,Impasto,NULL,NULL,1,NULL,NULL,12,13,NULL,NULL,NULL,-900,-500
1117,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.009,NULL,3,-900,-500
1119,Impasto,NULL,NULL,NULL,NULL,NULL,13,13,0.049,2,4,-900,-500
1121,Impasto,NULL,NULL,NULL,NULL,NULL,4,4,0.025,NULL,3,-900,-500
1122,Impasto,NULL,NULL,3,NULL,NULL,5,8,0.124,3,6,-900,-500
1124,Impasto,NULL,NULL,NULL,NULL,NULL,10,10,NULL,NULL,NULL,-900,-500
1129,Impasto,NULL,NULL,NULL,1,NULL,NULL,1,0.051,NULL,5,-900,-500
1134,Impasto,NULL,NULL,NULL,NULL,1,8,9,NULL,NULL,NULL,-900,-500
1135,Impasto,NULL,NULL,NULL,NULL,NULL,4,4,NULL,NULL,NULL,-900,-500
1136,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,-900,-500
1143,Impasto,NULL,NULL,1,NULL,NULL,9,10,NULL,NULL,NULL,-900,-500
1146,Impasto,NULL,NULL,NULL,NULL,NULL,10,10,NULL,NULL,NULL,-900,-500
1156,Impasto,NULL,NULL,2,NULL,NULL,5,7,NULL,NULL,NULL,-900,-500
1157,Impasto,NULL,NULL,NULL,NULL,NULL,18,19,NULL,NULL,NULL,-900,-500
