SU_ID,CERAMICS_CLASS,CERAMICS_DETAILS,VESSELS,RIMS,HANDLES,BASES,WALLS,TOTAL,WEIGHT,SIZE_MIN,SIZE_MAX,SD_START,SD_START_SUFFIX,SD_END,SD_END_SUFFIX
2000,Black Gloss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,325,BC,275,BC
2000,Black Gloss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,325,BC,275,BC
2000,Black Gloss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,AD,150,AD
2000,Thin Walled,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,AD,200,AD
2001,African Cookware,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,AD,300,AD
2001,African Red Slip,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,AD,150,AD
2001,African Red Slip,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,AD,200,AD
2001,Black Gloss,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,325,BC,275,BC
2001,Bucchero,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,675,BC,450,BC
2001,Impasto,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,900,BC,600,BC
2001,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,500,BC,400,BC
2001,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,BC,180,AD
2002,Bucchero,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,630,BC,600,BC
2002,Bucchero,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,630,BC,600,BC
2002,Etrusco-corinthian,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,630,BC,540,BC
2002,Impasto,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,730,BC,580,BC
2002,Impasto,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,730,BC,580,BC
2002,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,800,BC,500,BC
2202,Overpainted Black Gloss,faint white/blue stripes visible,NULL,NULL,NULL,NULL,1,1,0.001,3,3,350,BC,250,BC
2237,Amphora,NULL,NULL,12,6,12,301,331,NULL,NULL,NULL,65,AD,70,AD
2237,Amphora,NULL,NULL,12,6,12,301,331,NULL,NULL,NULL,50,AD,200,AD
2237,Amphora,NULL,NULL,12,6,12,301,331,NULL,NULL,NULL,50,AD,200,AD
2237,Amphora,NULL,NULL,12,6,12,301,331,NULL,NULL,NULL,75,AD,200,AD
2237,Amphora,NULL,NULL,12,6,12,301,331,NULL,NULL,NULL,50,AD,200,AD
2253,Black Gloss,NULL,NULL,5,NULL,NULL,4,0,0.032,1,5,400,BC,50,BC
2272,Black Gloss,NULL,NULL,1,1,1,2,5,0.03,2,6,300,BC,275,BC
2272,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.008,1,3,900,BC,500,BC
2272,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,1,1,0.008,4,4,500,BC,400,BC
2272,Overpainted Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.005,4,4,400,BC,200,BC
2381,Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,0.002,3,3,300,BC,260,BC
2381,Bucchero,NULL,NULL,2,2,NULL,10,14,0.046,1,5,675,BC,450,BC
2382,Terra Sigillata,NULL,NULL,45,NULL,11,68,124,0.706,2,11,50,BC,180,AD
2383,Black Gloss,NULL,NULL,4,NULL,1,10,15,0.046,2,5,400,BC,50,BC
2383,Unidentified Ceramic,opaque red slip ware,NULL,2,NULL,NULL,NULL,2,0.012,3,4,425,BC,250,BC
2384,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,0.006,3,3,675,BC,450,BC
2386,Genucilia Plate,NULL,NULL,NULL,NULL,1,1,2,0.048,3,6,400,BC,300,BC
2386,Unidentified Ceramic,opaque red slip,NULL,2,NULL,1,2,5,0.036,3,8,425,BC,250,BC
2388,Black Gloss,NULL,NULL,NULL,NULL,NULL,4,4,0.006,1,3,400,BC,50,BC
2388,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,2,2,0.006,2,3,500,BC,400,BC
2388,Internal Slip Ware,NULL,NULL,1,NULL,NULL,12,13,0.096,2,6,500,BC,200,BC
2390,Black Gloss,NULL,NULL,1,NULL,1,1,2,0.009,4,4,400,BC,50,BC
2390,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,0.003,3,3,700,BC,500,BC
2390,Internal Slip Ware,NULL,NULL,2,NULL,NULL,10,12,0.211,2,9,600,BC,400,BC
2390,Overpainted Black Gloss,NULL,NULL,1,NULL,NULL,2,3,0.014,3,4,400,BC,350,BC
2398,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.001,1,1,400,BC,50,BC
2398,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,0.001,2,2,675,BC,450,BC
2398,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.012,4,4,900,BC,500,BC
2398,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.004,2,2,800,BC,500,BC
2403,Black Gloss,NULL,NULL,2,NULL,NULL,NULL,2,0.012,4,5,400,BC,50,BC
2414,Black Gloss,NULL,NULL,2,NULL,1,2,5,0.058,2,9,300,BC,50,BC
2415,Black Gloss,2 rim pieces join. Different qualities of black gloss.,NULL,6,3,2,9,20,0.124,2,8,200,BC,100,BC
2415,Bucchero,NULL,NULL,3,1,1,7,12,0.0785,2,7,674,BC,450,BC
2415,Commonware,NULL,NULL,26,NULL,2,75,103,1.224,3,10,150,BC,50,BC
2415,Commonware,NULL,NULL,26,NULL,2,75,103,1.224,3,10,170,BC,130,BC
2415,Commonware,NULL,NULL,26,NULL,2,75,103,1.224,3,10,400,BC,200,BC
2415,Impasto Rosso,NULL,NULL,11,NULL,7,43,61,1.09,2,10,800,BC,500,BC
2420,Black Gloss,NULL,NULL,3,NULL,4,10,17,0.068,1,6,300,BC,250,BC
2420,Commonware,NULL,NULL,10,2,NULL,34,46,0.358,2,5,300,BC,100,BC
2420,Genucilia Plate,NULL,NULL,1,NULL,NULL,NULL,1,0.002,3,3,400,BC,300,BC
2420,Impasto Chiaro Sabbioso,NULL,NULL,7,4,NULL,17,28,1.98,2,11,525,BC,300,BC
2420,Impasto Rosso,NULL,NULL,1,1,1,7,10,0.22,2,6,800,BC,500,BC
2420,Internal Slip Ware,NULL,NULL,5,NULL,NULL,5,10,0.146,3,6,500,BC,100,BC
2421,Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,0.004,3,3,400,BC,50,BC
2422,Black Gloss,NULL,NULL,1,1,NULL,NULL,2,0.006,NULL,NULL,400,BC,50,BC
2422,Bucchero,NULL,NULL,NULL,NULL,1,1,2,0.006,NULL,NULL,675,BC,450,BC
2422,Commonware,NULL,NULL,4,NULL,NULL,16,20,0.198,NULL,NULL,250,BC,150,BC
2422,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,1,1,0.002,NULL,NULL,500,BC,400,BC
2422,Internal Slip Ware,NULL,NULL,1,NULL,NULL,NULL,1,0.026,NULL,NULL,600,BC,300,BC
2423,Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,0.001,2,2,400,BC,50,BC
2423,Internal Red Slip Ware,NULL,NULL,1,NULL,NULL,NULL,1,0.002,3,3,200,BC,300,AD
2425,Black Gloss,NULL,NULL,4,NULL,NULL,2,1,0.054,5,6,400,BC,50,BC
2426,Black Gloss,NULL,NULL,1,NULL,NULL,2,3,0.018,2,6,305,BC,265,BC
2430,Black Gloss,NULL,NULL,3,NULL,NULL,NULL,3,0.018,2,5,400,BC,50,BC
2430,Buccheroid Impasto,NULL,NULL,1,NULL,NULL,NULL,1,0.004,2,2,600,BC,500,BC
2431,Black Gloss,NULL,NULL,1,NULL,NULL,2,3,0.033,2,6,400,BC,50,BC
2431,Bucchero,NULL,NULL,NULL,NULL,1,NULL,1,0.002,4,4,675,BC,450,BC
2431,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,NULL,1,0.006,3,3,500,BC,400,BC
2431,Impasto Rosso,NULL,NULL,6,1,NULL,30,37,0.878,4,7,800,BC,500,BC
2433,Black Gloss,NULL,NULL,1,NULL,1,1,3,0.02,3,6,400,BC,50,BC
2433,Impasto Chiaro Sabbioso,NULL,NULL,2,NULL,NULL,NULL,2,0.052,2,6,500,BC,400,BC
2433,Unidentified Ceramic,Mystery orange (Antonio Ferrandes' opaque red slip). One fragment.,NULL,NULL,NULL,NULL,1,1,0.004,4,4,425,BC,250,BC
2435,Commonware,NULL,NULL,9,NULL,NULL,34,43,0.624,2,11,1,AD,100,AD
2435,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,1,8,9,0.19,2,9,500,BC,400,BC
2438,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,4,5,0.076,2,7,325,AD,250,AD
2440,Black Gloss,NULL,NULL,1,NULL,NULL,1,2,0.002,2,2,400,BC,50,BC
2440,Bucchero,NULL,NULL,1,NULL,NULL,NULL,1,0.006,3,3,675,BC,450,BC
2440,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,1,1,0.008,4,4,500,BC,400,BC
2440,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.026,3,4,800,BC,500,BC
2441,Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,0.004,3,3,300,BC,250,BC
2441,Bucchero,NULL,NULL,NULL,1,NULL,1,2,0.018,2,5,675,BC,450,BC
2441,Impasto Chiaro Sabbioso,NULL,NULL,2,NULL,NULL,4,6,0.324,3,11,325,BC,250,BC
2441,Impasto Chiaro Sabbioso,NULL,NULL,2,NULL,NULL,4,6,0.324,3,11,325,BC,275,BC
2441,Internal Slip Ware,NULL,NULL,NULL,NULL,NULL,1,1,0.006,3,3,500,BC,250,BC
2442,Black Gloss,NULL,NULL,NULL,NULL,1,NULL,1,0.034,7,7,400,BC,50,BC
2442,Commonware,NULL,NULL,2,NULL,NULL,5,7,0.056,3,4,400,BC,200,BC
2442,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,2,2,0.028,5,6,500,BC,400,BC
2442,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,0.006,3,3,800,BC,500,BC
2444,Black Gloss,NULL,NULL,2,NULL,NULL,NULL,2,0.054,3,6,300,BC,275,BC
2444,Impasto,Sherd too small to be helpfully diagnostic.,NULL,1,NULL,NULL,NULL,1,0.001,2,2,900,BC,500,BC
2444,Impasto Chiaro Sabbioso,NULL,NULL,1,1,NULL,1,3,0.122,3,9,500,BC,400,BC
2444,Overpainted Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.006,4,4,400,BC,200,BC
2444,Unidentified Ceramic,"Opaque red ware, cf. Antonio Ferrandes.",NULL,NULL,NULL,NULL,2,2,0.024,4,6,425,BC,250,BC
2445,Black Gloss,NULL,NULL,9,3,5,5,22,0.188,2,7,375,BC,275,AD
2445,Black Gloss,NULL,NULL,9,3,5,5,22,0.188,2,7,400,BC,250,BC
2445,Commonware,NULL,NULL,8,NULL,1,15,24,0.652,3,11,400,BC,200,BC
2445,Impasto Chiaro Sabbioso,NULL,NULL,2,NULL,NULL,2,4,0.064,2,7,450,BC,325,BC
2445,Overpainted Black Gloss,NULL,NULL,3,NULL,NULL,2,5,0.04,4,8,300,BC,225,BC
2446,Black Gloss,NULL,NULL,NULL,NULL,NULL,2,2,0.008,3,3,400,BC,50,BC
2446,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,4,4,0.125,4,6,500,BC,400,BC
2446,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.007,3,3,800,BC,500,BC
2446,Unidentified Ceramic,Opaque red ware (Antonio Ferrandes)? Surface very worn; buff fabric with brown-red slip.,NULL,NULL,NULL,NULL,1,1,0.009,6,6,425,BC,250,BC
2447,Black Gloss,NULL,NULL,2,1,2,5,10,0.209,3,9,200,BC,50,BC
2447,Commonware,Some of the shapes suggest cooking vessels.,NULL,62,2,13,221,298,6.6,2,11,250,BC,150,BC
2447,Commonware,Some of the shapes suggest cooking vessels.,NULL,62,2,13,221,298,6.6,2,11,390,BC,280,BC
2447,Impasto Chiaro Sabbioso,"2 rim fragments join, but 4 rims total seem to be from the same vessel. 1 handles from a water pitcher/hydria.",NULL,8,3,NULL,69,80,2.14,2,11,200,BC,50,BC
2448,Black Gloss,NULL,NULL,NULL,NULL,2,NULL,2,0.12,4,5,400,BC,50,BC
2448,Bucchero,NULL,NULL,1,NULL,1,2,4,0.014,2,4,675,BC,450,BC
2448,Commonware,NULL,NULL,7,NULL,3,34,44,0.37,2,6,400,BC,200,BC
2448,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,1,2,0.134,5,9,500,BC,400,BC
2448,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,1,2,0.134,5,9,250,BC,75,BC
2448,Terra Sigillata,Only a small spot of slip remains. ,NULL,NULL,NULL,NULL,1,1,0.002,2,2,50,BC,180,AD
2451,Black Gloss,NULL,1,7,1,1,9,19,0.104,1,5,325,BC,250,BC
2451,Black Gloss,NULL,1,7,1,1,9,19,0.104,1,5,340,BC,250,BC
2451,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,0.001,1,1,675,BC,450,BC
2451,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,10,11,0.338,3,11,500,BC,400,BC
2451,Impasto Rosso,NULL,NULL,2,NULL,1,13,16,0.176,2,5,800,BC,500,BC
2451,Internal Slip Ware,NULL,NULL,5,NULL,NULL,13,18,0.106,2,5,500,BC,200,BC
2451,Overpainted Black Gloss,NULL,NULL,1,NULL,1,9,11,0.034,1,4,400,BC,200,BC
2451,Unidentified Ceramic,Opaque red ware (Antonio Ferrandes). ,NULL,2,NULL,1,3,6,0.03,3,5,425,BC,250,BC
2457,Bucchero,NULL,NULL,NULL,NULL,NULL,2,2,0.016,2,5,675,BC,450,BC
2457,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,2,2,0.012,3,4,500,BC,400,BC
2457,Overpainted Black Gloss,NULL,NULL,NULL,NULL,1,3,4,0.033,2,6,400,BC,200,BC
2457,Unidentified Ceramic,"Opaque red slip (Antonio Ferrandes). Slip is particularly rich or dark color, very smooth.",NULL,1,NULL,NULL,1,2,0.023,3,7,425,BC,250,BC
2458,Black Gloss,NULL,NULL,NULL,NULL,7,8,15,0.036,1,3,400,BC,300,BC
2458,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,0.002,2,2,675,BC,450,BC
2458,Genucilia Plate,NULL,NULL,NULL,NULL,NULL,1,1,0.006,4,4,400,BC,300,BC
2458,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,2,2,0.018,2,4,500,BC,400,BC
2458,Unidentified Ceramic,Opaque red ware (Antonio Ferrandes).,NULL,NULL,NULL,NULL,2,2,0.008,1,4,425,BC,250,BC
2459,Commonware,NULL,NULL,4,NULL,NULL,11,15,0.262,3,8,150,BC,50,BC
2461,Black Gloss,NULL,NULL,1,NULL,NULL,2,3,0.014,3,4,400,BC,50,BC
2466,Bucchero,NULL,NULL,1,NULL,NULL,NULL,1,0.003,2,2,675,BC,450,BC
2466,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.006,2,2,800,BC,500,BC
2466,Internal Slip Ware,NULL,NULL,1,NULL,NULL,NULL,1,0.009,3,3,500,BC,100,BC
2466,Mortarium,NULL,NULL,1,NULL,NULL,NULL,1,0.976,11,11,500,BC,400,BC
2468,Bucchero,NULL,NULL,2,1,NULL,3,6,0.033,2,6,500,BC,400,BC
2468,Impasto Rosso,NULL,NULL,2,NULL,1,12,15,0.139,2,5,800,BC,500,BC
2472,Etrusco-corinthian,NULL,NULL,NULL,2,NULL,NULL,2,0.002,1,2,650,BC,550,BC
2472,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,0.055,2,6,800,BC,500,BC
2475,Black Gloss,"2016: added 2 rim sherds, 3 wall sherds, 1 handle sherd",1,6,1,1,10,19,0.517,2,6,300,BC,225,BC
2475,Internal Slip Ware,NULL,NULL,13,NULL,NULL,16,29,0.455,2,5,600,BC,400,BC
2475,Overpainted Black Gloss,"Three joining fragments with palmette decoration (2 rims 1 wall). 2016: added 5 base sherds, 4 wall sherds",NULL,4,NULL,5,11,20,0.14,2,8,350,BC,300,BC
3112,Internal Slip Ware,NULL,NULL,1,NULL,NULL,1,1,0.022,6,6,450,BC,200,BC
3112,Overpainted Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.001,3,3,400,BC,200,BC
3115,Black Gloss,NULL,NULL,1,NULL,NULL,NULL,1,0.006,3,3,400,BC,50,BC
3117,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,0.006,3,3,675,BC,450,BC
3119,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,1,4,5,0.054,4,6,600,BC,100,BC
3151,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.006,4,4,400,BC,50,BC
3151,Impasto,NULL,NULL,13,1,4,118,136,2.746,2,11,800,BC,500,BC
3263,Italo Geometric,NULL,NULL,2,NULL,NULL,2,4,0.014,2,4,675,BC,650,BC
3263,Italo Geometric,NULL,NULL,2,NULL,NULL,2,4,0.014,2,4,725,BC,700,BC
3634,Impasto,NULL,NULL,NULL,NULL,NULL,13,13,0.162,2,5,900,BC,500,BC
3638,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.022,4,4,800,BC,500,BC
3639,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.292,8,8,800,BC,500,BC
3640,Impasto Rosso,NULL,NULL,NULL,1,NULL,NULL,1,0.07,6,6,800,BC,500,BC
3643,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,0.146,5,7,900,BC,500,BC
3649,Impasto,NULL,NULL,2,NULL,NULL,13,15,0.208,3,6,900,BC,500,BC
3652,Impasto,NULL,NULL,NULL,NULL,NULL,8,8,0.162,2,8,900,BC,500,BC
3656,Impasto,difficult to find comparanda for the diagnostics in this SU,NULL,NULL,1,NULL,8,9,0.164,3,7,900,BC,500,BC
3662,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.054,7,7,900,BC,500,BC
3670,Buccheroid Impasto,NULL,NULL,2,NULL,NULL,2,4,0.03,2,6,700,BC,600,BC
3671,Impasto,no diagnostics,NULL,NULL,NULL,NULL,5,5,0.11,3,7,900,BC,500,BC
3677,Impasto,diagnostic sherds in poor condition--to small to find comparanda,NULL,9,1,1,60,71,1.48,2,8,900,BC,500,BC
3680,Impasto,NULL,NULL,2,NULL,NULL,1,3,0.04,4,5,900,BC,500,BC
3687,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,0.026,5,5,800,BC,500,BC
3690,Impasto Rosso,NULL,NULL,1,NULL,NULL,3,4,0.082,3,5,800,BC,500,BC
3692,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.058,5,6,900,BC,500,BC
3695,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.142,9,9,800,BC,500,BC
3698,Impasto Rosso,NULL,NULL,1,NULL,NULL,4,5,0.078,2,7,800,BC,500,BC
3700,Buccheroid Impasto,NULL,NULL,1,NULL,NULL,3,4,0.01,2,3,700,BC,600,BC
3704,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.11,4,6,800,BC,500,BC
3705,Bucchero,NULL,NULL,1,NULL,NULL,1,2,0.008,3,4,675,BC,450,BC
3706,Impasto,NULL,NULL,1,NULL,NULL,22,23,0.342,2,10,900,BC,500,BC
3707,Etrusco-corinthian,NULL,NULL,NULL,NULL,NULL,1,1,0.006,4,4,630,BC,540,BC
3709,Italo Geometric,NULL,NULL,NULL,NULL,NULL,1,1,0.001,2,2,630,BC,540,BC
3710,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.014,4,4,800,BC,500,BC
3715,Etrusco-corinthian,NULL,NULL,NULL,1,NULL,3,4,0.005,1,2,650,BC,550,BC
3715,Impasto,NULL,NULL,9,NULL,1,57,67,1.552,1,8,900,BC,770,BC
3715,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.126,7,7,800,BC,500,BC
3719,Buccheroid Impasto,NULL,NULL,1,NULL,NULL,1,2,0.006,3,3,700,BC,600,BC
3722,Buccheroid Impasto,NULL,NULL,NULL,1,NULL,2,3,0.025,2,5,900,BC,770,BC
3722,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.041,3,3,800,BC,500,BC
3729,Buccheroid Impasto,NULL,NULL,2,NULL,NULL,1,3,0.028,2,5,700,BC,600,BC
3735,Buccheroid Impasto,NULL,NULL,1,NULL,NULL,4,5,0.012,1,2,700,BC,600,BC
3735,Impasto,NULL,NULL,2,NULL,NULL,28,30,0.312,1,5,900,BC,500,BC
3738,Buccheroid Impasto,NULL,NULL,3,NULL,NULL,NULL,3,0.005,1,2,700,BC,600,BC
3738,Impasto Rosso,NULL,NULL,1,NULL,NULL,2,3,0.011,2,3,800,BC,500,BC
3742,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.07,3,10,700,BC,600,BC
3742,Impasto,NULL,NULL,2,NULL,NULL,5,7,0.12,2,8,900,BC,500,BC
3742,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,0.208,3,7,800,BC,500,BC
3747,Buccheroid Impasto,NULL,NULL,3,1,1,2,7,0.088,3,8,700,BC,600,BC
3749,Buccheroid Impasto,NULL,NULL,2,1,NULL,3,6,0.014,2,4,700,BC,600,BC
3758,Buccheroid Impasto,NULL,NULL,3,NULL,NULL,8,11,0.034,1,4.5,700,BC,600,BC
3758,Impasto,Several pieces heavily burned,NULL,8,2,1,142,153,2,2,11,730,BC,580,AD
3768,Impasto,NULL,NULL,1,NULL,NULL,22,23,0.354,3,8,900,BC,500,BC
3773,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,0.007,3,3,800,BC,500,BC
3774,Impasto Rosso,NULL,NULL,2,NULL,NULL,10,12,0.334,3,7,800,BC,500,BC
3776,Impasto,burnt sherds; evidence of firing vessels at high temperatures,NULL,17,3,6,137,163,4.67,2,10,900,BC,500,BC
3782,Buccheroid Impasto,NULL,NULL,3,1,NULL,1,5,0.037,1,5,900,BC,770,BC
3782,Impasto,several fragments have evidence of high heat re-use,NULL,3,NULL,1,35,39,0.656,1,6,900,BC,500,BC
3786,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.004,2,3,700,BC,600,BC
3789,Buccheroid Impasto,NULL,NULL,NULL,1,NULL,NULL,1,0.008,3,3,700,BC,600,BC
3790,Impasto Rosso,NULL,NULL,1,NULL,NULL,1,2,0.224,6,10,800,BC,500,BC
3792,Buccheroid Impasto,NULL,NULL,NULL,1,NULL,NULL,1,0.001,2,2,700,BC,600,BC
3793,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,4,4,0.012,2,3,700,BC,600,BC
3794,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,0.084,3,7,800,BC,500,BC
3795,Impasto,NULL,NULL,3,NULL,2,6,11,0.1868,4,6,900,BC,500,BC
3799,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.044,3,4,800,BC,500,BC
3800,Impasto,no diagnostics,NULL,NULL,NULL,NULL,5,5,0.04,2,4,900,BC,500,BC
3801,Impasto,no diagnostics,NULL,NULL,NULL,NULL,4,4,0.112,3,6,900,BC,500,BC
3803,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.006,3,3,700,BC,600,BC
3803,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.064,4,5,800,BC,500,BC
3808,Bucchero,NULL,NULL,NULL,2,NULL,NULL,2,0.008,2,3,675,BC,450,BC
3809,Buccheroid Impasto,NULL,NULL,2,NULL,NULL,4,6,0.032,2,6,700,BC,600,BC
3809,Impasto,"5 pieces of rosso join. 2 pieces (1 of impasto, 1 of imp. rosso) have lost all of their surfaces. Several pieces of impasto and rosso heavily burned. 1 impasto 'ball', bagged separately. ",NULL,11,1,NULL,113,125,1.59,2,11,900,BC,770,BC
3810,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,3,3,0.006,2,3,700,BC,600,BC
3814,Cooking Stand,NULL,NULL,1,NULL,NULL,NULL,1,0.131,6,6,800,BC,600,BC
3814,Impasto Rosso,NULL,NULL,NULL,NULL,1,4,5,0.062,2,9,800,BC,500,BC
3817,Impasto,NULL,NULL,7,1,NULL,50,58,0.748,2,8,900,BC,770,BC
3826,Impasto,"base is not burnished on ext, but is burnished black on int",NULL,NULL,NULL,1,4,5,0.08,2,5,900,BC,500,BC
3827,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.006,3,3,700,BC,600,BC
3827,Impasto,NULL,NULL,2,NULL,NULL,7,9,0.09,3,4,900,BC,500,BC
3827,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.08,3,5,800,BC,500,BC
3828,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.036,6,6,800,BC,500,BC
3831,Impasto,NULL,NULL,3,NULL,NULL,5,8,0.092,3,8,900,BC,500,BC
3832,Impasto,NULL,NULL,NULL,1,NULL,8,9,0.148,2,5,900,BC,500,BC
3834,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.034,4,4,800,BC,500,BC
3835,Impasto,NULL,NULL,1,NULL,NULL,12,13,0.212,2,6,900,BC,500,BC
3838,Impasto,NULL,NULL,4,2,1,21,28,1.02,2,9,900,BC,500,BC
3841,Impasto,no diagnostics,NULL,NULL,NULL,NULL,5,5,0.227,3,8,900,BC,500,BC
3843,Impasto,NULL,NULL,7,NULL,3,74,87,2.282,1,11,900,BC,500,BC
3843,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.025,3,3,800,BC,500,BC
3844,Impasto,no well-preserved diagnostics for comparanda,NULL,5,NULL,2,21,28,1.701,3,11,900,BC,500,BC
3846,Large Storage Container,NULL,NULL,1,NULL,NULL,NULL,1,0.083,6,6,900,BC,770,BC
3847,Impasto,NULL,NULL,6,1,NULL,8,15,0.952,2,11,900,BC,500,BC
3848,Buccheroid Impasto,NULL,NULL,2,NULL,NULL,5,7,0.026,2,4,700,BC,600,BC
3848,Impasto Rosso,NULL,NULL,8,NULL,NULL,26,34,1.02,3,10,800,BC,500,BC
3851,Impasto,NULL,NULL,NULL,NULL,NULL,5,5,0.08,3,6,900,BC,500,BC
3852,Buccheroid Impasto,NULL,NULL,1,NULL,NULL,NULL,1,0.024,6,6,700,BC,600,BC
3853,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.006,3,3,700,BC,600,BC
3854,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.194,11,11,800,BC,500,BC
3855,Impasto,no diagnostics,NULL,NULL,NULL,NULL,3,3,0.173,3,6,900,BC,500,BC
3857,Impasto,few burnt sherds,NULL,2,2,1,34,39,2.106,2,11,900,BC,770,BC
3858,Impasto,NULL,NULL,3,3,NULL,11,17,0.902,2,11,900,BC,500,BC
