SU_ID,CERAMICS_CLASS,CERAMICS_DETAILS,VESSELS,RIMS,HANDLES,BASES,WALLS,TOTAL,WEIGHT,SIZE_MIN,SIZE_MAX,SD_START,SD_START_SUFFIX,SD_END,SD_END_SUFFIX
3493,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,0.001,2,2,675,BC,450,BC
3493,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,3,3,0.014,2,4,700,BC,600,BC
3493,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.006,3,3,800,BC,500,BC
3493,Italo Geometric,NULL,NULL,NULL,NULL,NULL,1,1,0.006,3,3,700,BC,580,BC
3494,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.54,2,5,800,BC,500,BC
3495,Impasto,NULL,NULL,2,NULL,NULL,9,11,0.148,2,6,900,BC,500,BC
3496,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,0.038,3,5,900,BC,500,BC
3496,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.014,4,4,800,BC,500,BC
3497,Impasto,NULL,NULL,NULL,NULL,NULL,5,5,0.074,3,4,900,BC,500,BC
3497,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.006,3,3,800,BC,500,BC
3498,Buccheroid Impasto,NULL,NULL,NULL,1,NULL,2,3,0.01,2,3,700,BC,600,BC
3498,Impasto,NULL,NULL,1,NULL,NULL,13,14,0.146,2,5,900,BC,500,BC
3498,Impasto,NULL,NULL,1,NULL,NULL,13,14,0.146,2,5,900,BC,770,BC
3498,Impasto Rosso,NULL,NULL,2,NULL,NULL,6,8,0.128,2,5,800,BC,500,BC
3502,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.001,2,2,700,BC,600,BC
3502,Impasto Rosso,NULL,NULL,1,NULL,NULL,2,3,0.032,3,4,800,BC,500,BC
3505,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.008,3,3,800,BC,500,BC
3506,Impasto,NULL,NULL,NULL,NULL,NULL,5,5,0.036,2,3,900,BC,500,BC
3507,Commonware,NULL,NULL,NULL,NULL,NULL,1,1,0.001,2,2,1,AD,100,AD
3508,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.001,2,2,700,BC,600,BC
3508,Impasto,NULL,NULL,2,1,1,85,89,1.148,2,9,900,BC,500,BC
3508,Impasto Rosso,NULL,NULL,3,NULL,NULL,11,14,0.242,3,6,800,BC,500,BC
3509,Buccheroid Impasto,NULL,NULL,NULL,1,NULL,1,2,0.012,1,3,700,BC,600,BC
3509,Impasto,NULL,NULL,NULL,1,NULL,11,12,0.28,3,6,900,BC,500,BC
3512,Buccheroid Impasto,NULL,NULL,1,NULL,NULL,37,38,0.13,2,6,730,BC,580,BC
3514,Bucchero,NULL,NULL,1,NULL,NULL,4,5,0.028,3,5,675,BC,450,BC
3514,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,8,8,0.036,2,4,700,BC,600,BC
3514,Commonware,NULL,NULL,1,NULL,NULL,5,6,0.044,2,6,700,BC,500,AD
3514,Impasto,NULL,NULL,8,NULL,NULL,68,76,0.852,2,10,730,BC,580,BC
3514,Italo Geometric,NULL,NULL,NULL,NULL,NULL,3,3,0.001,2,3,700,BC,580,BC
3515,Bucchero,NULL,NULL,NULL,NULL,NULL,3,3,0.001,2,3,675,BC,450,BC
3515,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,22,22,0.092,2,6,700,BC,600,BC
3515,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,29,29,0.48,2,8,800,BC,500,BC
3517,Impasto,NULL,NULL,1,NULL,NULL,5,6,0.092,2,5,900,BC,500,BC
3518,Bucchero,NULL,NULL,NULL,1,NULL,4,5,0.008,2,3,675,BC,450,BC
3518,Buccheroid Impasto,NULL,NULL,4,1,NULL,16,21,0.07,1,4,730,BC,580,BC
3518,Italo Geometric,NULL,NULL,NULL,NULL,NULL,3,3,0.01,2,4,700,BC,580,BC
3519,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.064,3,6,900,BC,500,BC
3519,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.006,2,3,800,BC,500,BC
3520,Impasto,NULL,NULL,NULL,NULL,NULL,4,4,0.005,2,4,900,BC,500,BC
3521,Buccheroid Impasto,NULL,NULL,1,NULL,NULL,3,4,0.008,1,4,700,BC,600,BC
3521,Impasto,NULL,NULL,9,3,NULL,90,102,2.488,2,10,900,BC,500,BC
3521,Impasto Rosso,NULL,NULL,1,NULL,NULL,8,9,0.386,3,9,800,BC,500,BC
3522,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,5,5,0.042,3,5,700,BC,600,AD
3526,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,4,4,0.012,2,3,700,BC,600,BC
3526,Impasto,NULL,NULL,NULL,NULL,1,3,4,0.102,1,7,900,BC,500,BC
3526,White On Red,NULL,NULL,NULL,NULL,NULL,1,1,0.03,5,5,700,BC,600,BC
3531,Impasto,NULL,NULL,2,NULL,NULL,11,13,0.216,2,9,900,BC,500,BC
3531,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,5,5,0.018,2,4,800,BC,500,BC
3532,Impasto,NULL,NULL,12,104,1,6,117,2.184,1,11,900,BC,730,BC
3532,Impasto,NULL,NULL,12,104,1,6,117,2.184,1,11,900,BC,770,BC
3532,Impasto,NULL,NULL,12,104,1,6,117,2.184,1,11,900,BC,730,BC
3540,Impasto,NULL,NULL,NULL,1,NULL,2,3,0.396,3,8,900,BC,770,BC
3546,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.008,3,3,800,BC,500,BC
3550,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,3,3,0.006,2,3,700,BC,600,BC
3550,Impasto,NULL,NULL,2,NULL,NULL,20,22,0.236,2,5,900,BC,500,BC
3550,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,7,7,0.076,2,5,800,BC,500,BC
3550,White On Red,NULL,NULL,NULL,NULL,NULL,2,2,0.042,4,5,700,BC,600,BC
3551,Buccheroid Impasto,NULL,NULL,1,NULL,NULL,NULL,1,0.006,3,3,700,BC,600,BC
3551,Impasto,NULL,NULL,NULL,NULL,5,15,20,1.195,3,10,900,BC,500,BC
3552,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.028,5,5,800,BC,500,BC
3554,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.016,3,4,800,BC,500,BC
3555,Impasto,NULL,NULL,1,NULL,1,10,11,0.308,3,6,900,BC,770,BC
3556,Buccheroid Impasto,NULL,NULL,1,NULL,NULL,1,2,0.008,3,3,700,BC,600,BC
3557,Impasto,NULL,NULL,NULL,NULL,1,5,6,0.322,5,8,900,BC,500,BC
3558,Large Storage Container,NULL,NULL,NULL,NULL,1,NULL,1,0.784,11,11,900,BC,500,AD
3559,Impasto,NULL,NULL,2,NULL,NULL,1,3,0.054,4,5,900,BC,500,BC
3559,Impasto,NULL,NULL,2,NULL,NULL,1,3,0.054,4,5,770,BC,730,BC
3560,Buccheroid Impasto,NULL,NULL,3,NULL,NULL,9,12,0.06,2,5,700,AD,600,AD
3561,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.02,3,3,800,BC,500,BC
3563,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,11,11,0.164,3,7,800,BC,500,BC
3564,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.042,2,7,800,BC,500,BC
3566,Impasto,NULL,NULL,5,NULL,NULL,15,20,0.348,2,7,900,BC,500,BC
3566,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.044,3,4,800,BC,500,BC
3569,Impasto,NULL,NULL,NULL,NULL,NULL,5,5,0.175,2,9,900,BC,500,BC
3571,Impasto,NULL,NULL,5,NULL,NULL,18,23,0.282,2,10,900,BC,500,BC
3571,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,10,10,0.072,2,6,800,BC,500,BC
3573,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.016,4,4,900,BC,500,BC
3576,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.006,3,3,700,BC,600,BC
3576,Impasto,NULL,NULL,1,NULL,NULL,NULL,1,0.062,8,8,900,BC,500,BC
3576,Impasto Rosso,NULL,NULL,1,NULL,NULL,1,2,0.064,4,6,800,BC,500,BC
3578,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.016,3,4,900,BC,500,BC
3581,Impasto,NULL,NULL,NULL,NULL,1,15,16,0.14,1,4,900,BC,500,BC
3582,Impasto,NULL,NULL,3,NULL,NULL,10,13,0.236,2,6,900,BC,500,BC
3582,Impasto,NULL,NULL,3,NULL,NULL,10,13,0.236,2,6,900,BC,770,BC
3582,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.086,4,7,800,BC,500,BC
3583,Buccheroid Impasto,NULL,NULL,NULL,1,NULL,11,12,0.088,2,6,700,BC,600,BC
3585,Impasto,NULL,NULL,1,NULL,NULL,2,3,0.044,3,6,900,BC,500,BC
3585,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,0.014,4,4,800,BC,500,BC
3591,Buccheroid Impasto,NULL,NULL,NULL,1,NULL,6,7,0.024,2,4,700,BC,600,BC
3591,Impasto,NULL,NULL,7,1,2,59,69,0.732,2,8,900,BC,500,BC
3591,Impasto Rosso,NULL,NULL,1,NULL,NULL,11,12,0.112,2,5,800,BC,500,BC
3592,Buccheroid Impasto,NULL,NULL,3,NULL,5,40,48,0.188,2,7,700,BC,600,BC
3593,Impasto,NULL,NULL,NULL,NULL,NULL,5,5,0.132,3,7,900,BC,500,BC
3596,Bucchero,NULL,NULL,NULL,NULL,NULL,4,4,0.006,2,3,675,BC,500,BC
3596,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,13,13,0.05,2,3,800,BC,500,BC
3600,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.001,2,3,700,BC,600,BC
3600,Impasto,NULL,NULL,NULL,NULL,NULL,14,14,0.1,2,5,900,BC,500,BC
3603,Etrusco-corinthian,NULL,NULL,1,1,NULL,2,4,0.012,3,4,630,BC,540,BC
3606,Buccheroid Impasto,NULL,NULL,1,NULL,2,11,14,0.048,2,4,730,BC,580,BC
3606,Buccheroid Impasto,NULL,NULL,1,NULL,2,11,14,0.048,2,4,700,BC,600,BC
3608,Buccheroid Impasto,NULL,NULL,1,NULL,NULL,3,4,0.001,1,2,700,BC,600,BC
3608,Impasto,NULL,NULL,5,NULL,NULL,11,16,0.214,2,7,900,BC,500,BC
3620,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.004,2,2,800,BC,500,BC
3621,Buccheroid Impasto,NULL,NULL,1,NULL,NULL,3,4,0.012,2,3,700,BC,600,BC
3635,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,0.001,2,2,50,BC,180,AD
3650,Impasto,two joining base frags,NULL,NULL,NULL,4,7,11,0.374,2,10,900,BC,500,BC
3659,Impasto,NULL,NULL,NULL,NULL,NULL,4,4,0.116,3,5,900,BC,500,BC
3708,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.022,4,4,800,BC,500,BC
3714,Impasto,NULL,NULL,23,4,2,208,237,3.38,2,11,900,BC,770,BC
3717,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.202,3,7,800,BC,500,BC
3718,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,0.016,2,3,900,BC,500,BC
3723,Buccheroid Impasto,NULL,NULL,NULL,3,NULL,1,4,0.022,2,3,700,BC,600,BC
3724,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.054,7,7,900,BC,500,BC
3725,Impasto,NULL,NULL,13,1,1,213,228,2.24,2,5,900,BC,500,BC
3725,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,14,14,0.28,4,6,700,BC,500,BC
3726,Impasto,NULL,NULL,NULL,NULL,NULL,4,4,0.034,2,4,900,BC,500,BC
3727,Buccheroid Impasto,NULL,NULL,7,NULL,NULL,14,20,0.152,2,5,650,BC,700,BC
3728,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.102,4,6,800,BC,500,BC
3731,Buccheroid Impasto,NULL,1,10,2,NULL,45,78,0.584,2,11,770,BC,730,BC
3731,Impasto Rosso,NULL,NULL,1,4,NULL,25,29,0.842,3,9,625,BC,600,BC
3732,Bucchero,NULL,NULL,1,1,NULL,1,3,0.006,2,3,675,BC,450,BC
3733,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,4,4,0.128,4,6,700,BC,500,BC
3734,Impasto,NULL,NULL,4,1,1,46,52,1.035,2,10,900,BC,770,BC
3736,Impasto,buccheroid impasto: 6 wall frags and 1 rim frag join with a series of joining frags from SU 3727: see spot date info in SU 3727,NULL,10,5,1,64,80,1.83,1,11,900,BC,770,BC
3737,Buccheroid Impasto,NULL,NULL,1,NULL,NULL,NULL,1,0.106,10,10,700,BC,600,BC
3740,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,1,1,0.016,5,5,500,BC,400,BC
3741,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.004,2,2,700,BC,600,BC
3742,Italo Geometric,NULL,NULL,NULL,NULL,NULL,1,1,0.002,3,3,630,BC,540,BC
3748,Buccheroid Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.006,2,2,700,BC,600,BC
3749,Impasto,NULL,NULL,10,3,3,195,211,2.95,1,10,900,BC,770,BC
3750,Impasto,NULL,NULL,2,1,NULL,22,25,0.724,3,11,900,BC,770,BC
3756,Buccheroid Impasto,NULL,NULL,1,NULL,NULL,4,5,0.034,2,7,700,BC,600,BC
3757,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.064,4,5,800,BC,500,BC
3761,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.042,5,5,800,BC,500,BC
3762,Impasto,NULL,NULL,NULL,1,NULL,38,39,1.09,2,8,900,BC,500,BC
3763,Impasto Rosso,NULL,NULL,NULL,1,NULL,3,4,0.172,4,7,800,BC,500,BC
3765,Buccheroid Impasto,NULL,NULL,1,NULL,NULL,2,3,0.008,2,3,700,BC,600,BC
3766,Buccheroid Impasto,NULL,NULL,2,NULL,NULL,2,4,0.172,2,10,730,BC,580,BC
3770,Buccheroid Impasto,NULL,NULL,2,NULL,NULL,2,4,0.026,3,5,700,BC,600,BC
3771,Impasto,NULL,NULL,2,NULL,1,14,17,0.912,3,11,900,BC,500,BC
3772,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.244,6,9,800,BC,500,BC
4021,Black Gloss,NULL,NULL,1,NULL,1,3,5,0.086,2,9,400,BC,50,BC
4021,Black Gloss,NULL,NULL,1,NULL,1,3,5,0.086,2,9,150,BC,100,BC
4021,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,2,2,0.018,NULL,5,500,BC,400,BC
4021,Thin Walled,NULL,NULL,NULL,NULL,1,1,2,0.006,NULL,3,175,BC,200,AD
4022,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,900,BC,500,BC
4022,Impasto Rosso,NULL,NULL,2,NULL,NULL,3,5,NULL,NULL,NULL,800,BC,500,BC
4022,Terra Sigillata,NULL,NULL,1,NULL,NULL,2,3,NULL,NULL,NULL,50,BC,180,AD
4022,Thin Walled,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,175,BC,200,AD
4044,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.002,NULL,2,400,BC,50,BC
4044,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,NULL,1,0.094,NULL,7,500,BC,400,BC
4045,Amphora,NULL,NULL,NULL,NULL,1,NULL,1,0.21,NULL,10,0,AD,0,AD
4045,Black Gloss,NULL,NULL,1,NULL,NULL,1,2,0.014,3,4,400,BC,50,BC
4045,Commonware,NULL,NULL,1,NULL,2,4,7,0.2,5,7,200,BC,15,AD
4045,Commonware,NULL,NULL,1,NULL,2,4,7,0.2,5,7,100,BC,30,BC
4045,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.02,NULL,5,900,BC,500,BC
5004,African Cookware,NULL,NULL,8,NULL,NULL,15,23,0.304,2,9,150,AD,200,AD
5004,African Cookware,NULL,NULL,8,NULL,NULL,15,23,0.304,2,9,50,AD,250,AD
5004,African Cookware,NULL,NULL,8,NULL,NULL,15,23,0.304,2,9,1,AD,500,AD
5004,African Red Slip,NULL,NULL,3,NULL,NULL,5,8,0.036,2,4,150,AD,200,AD
5004,African Red Slip,NULL,NULL,3,NULL,NULL,5,8,0.036,2,4,20,BC,500,AD
5004,Black Gloss,NULL,NULL,8,2,3,20,33,0.206,2,7,400,BC,50,BC
5004,Commonware,NULL,NULL,89,18,24,356,487,7.864,1,10,90,AD,140,AD
5004,Commonware,NULL,NULL,89,18,24,356,487,7.864,1,10,117,AD,138,AD
5004,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,0.124,3,6,900,BC,500,BC
5004,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,4,4,0.042,3,5,500,BC,400,BC
5004,Overpainted Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.006,NULL,4,400,BC,200,BC
5004,Terra Sigillata,NULL,NULL,37,NULL,24,92,153,0.986,2,10,50,BC,180,AD
5004,Thin Walled,NULL,NULL,12,1,2,48,63,0.198,2,6,27,BC,200,AD
5004,Thin Walled,NULL,NULL,12,1,2,48,63,0.198,2,6,175,BC,200,AD
5012,African Cookware,NULL,NULL,2,NULL,1,NULL,3,0.04,NULL,5,50,AD,150,AD
5012,African Cookware,NULL,NULL,2,NULL,1,NULL,3,0.04,NULL,5,1,AD,500,AD
5012,African Red Slip,NULL,NULL,NULL,NULL,1,1,2,0.01,NULL,3,20,BC,300,AD
5012,Amphora,NULL,NULL,4,3,2,27,36,3.305,3,10,40,AD,300,AD
5012,Amphora,NULL,NULL,4,3,2,27,36,3.305,3,10,25,BC,125,AD
5012,Black Gloss,NULL,NULL,4,NULL,1,4,9,0.086,2,9,400,BC,50,BC
5012,Commonware,NULL,NULL,19,2,2,35,58,0.95,3,7,80,AD,90,AD
5012,Impasto,NULL,NULL,2,NULL,NULL,7,9,0.17,3,6,900,BC,500,BC
5012,Impasto Chiaro Sabbioso,NULL,NULL,1,1,NULL,NULL,2,0.084,NULL,7,500,BC,400,BC
5012,Terra Sigillata,NULL,NULL,5,NULL,NULL,4,9,0.06,2,9,41,AD,85,AD
5012,Terra Sigillata,NULL,NULL,5,NULL,NULL,4,9,0.06,2,9,50,BC,180,AD
5012,Thin Walled,NULL,NULL,3,2,2,3,10,0.04,2,5,25,BC,200,AD
5016,African Cookware,NULL,NULL,7,1,2,5,15,0.324,2,10,1,AD,500,AD
5016,Amphora,NULL,NULL,7,12,2,223,244,14.537,2,10,25,BC,150,AD
5016,Black Gloss,NULL,NULL,1,NULL,2,7,10,0.188,2,9,400,BC,50,BC
5016,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,0.008,NULL,3,675,BC,450,BC
5016,Commonware,NULL,NULL,66,10,15,227,318,4.835,1,10,41,AD,54,AD
5016,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.01,NULL,3,900,BC,500,BC
5016,Impasto Chiaro Sabbioso,NULL,NULL,1,NULL,NULL,4,5,0.062,2,5,500,BC,400,BC
5016,Internal Red Slip Ware,NULL,NULL,1,NULL,NULL,1,2,0.006,NULL,4,200,BC,300,AD
5016,Terra Sigillata,NULL,NULL,31,NULL,6,55,92,0.642,1,10,50,BC,180,AD
5016,Thin Walled,NULL,NULL,27,7,21,95,150,0.678,1,9,175,BC,200,AD
5016,Thin Walled,NULL,NULL,27,7,21,95,150,0.678,1,9,26,BC,14,AD
5019,African Cookware,NULL,NULL,2,NULL,NULL,2,4,0.036,3,5,1,AD,500,AD
5019,Black Gloss,NULL,NULL,1,NULL,3,9,13,0.044,2,5,400,BC,50,BC
5019,Commonware,NULL,NULL,34,2,7,114,157,1.575,3,8,41,AD,54,AD
5019,Impasto,NULL,NULL,NULL,NULL,1,3,4,0.046,2,5,900,BC,500,BC
5019,Impasto Chiaro Sabbioso,NULL,NULL,1,1,NULL,2,4,0.068,2,6,500,BC,400,BC
5019,Internal Red Slip Ware,NULL,NULL,NULL,NULL,NULL,2,2,0.022,3,4,200,BC,300,AD
5019,Internal Slip Ware,NULL,NULL,2,NULL,NULL,NULL,2,0.014,2,4,400,BC,200,BC
5019,Italo Megarian,NULL,NULL,NULL,NULL,NULL,1,1,0.002,NULL,2,300,BC,100,BC
5019,Terra Sigillata,NULL,NULL,14,NULL,7,35,56,0.294,1,6,50,BC,180,AD
5019,Terra Sigillata,NULL,NULL,14,NULL,7,35,56,0.294,1,6,15,BC,1,AD
5019,Terra Sigillata,NULL,NULL,14,NULL,7,35,56,0.294,1,6,14,AD,25,AD
5019,Thin Walled,NULL,NULL,NULL,3,6,23,32,0.108,2,5,175,BC,200,AD
5024,Impasto,NULL,NULL,6,2,NULL,2,10,0.2,3,5,900,BC,500,BC
5025,African Cookware,NULL,NULL,NULL,NULL,NULL,4,4,0.038,3,5,1,AD,500,AD
5025,Amphora,NULL,NULL,12,11,6,150,179,22.281,2,10,75,BC,10,BC
5025,Amphora,NULL,NULL,12,11,6,150,179,22.281,2,10,25,BC,125,AD
5025,Amphora,NULL,NULL,12,11,6,150,179,22.281,2,10,25,BC,150,AD
5025,Black Gloss,NULL,NULL,26,2,9,56,93,0.748,1,7,400,BC,50,BC
5025,Bucchero,NULL,NULL,3,3,NULL,4,10,0.048,1,4,675,BC,450,BC
5025,Commonware,NULL,NULL,119,14,20,217,370,6.323,2,10,1,AD,200,AD
5025,Commonware,NULL,NULL,119,14,20,217,370,6.323,2,10,1,AD,125,AD
5025,Commonware,NULL,NULL,119,14,20,217,370,6.323,2,10,27,BC,117,AD
5025,Genucilia Plate,NULL,NULL,1,NULL,1,1,3,0.046,5,6,400,BC,300,BC
5025,Impasto,NULL,NULL,9,3,2,41,55,0.938,3,5,900,BC,500,BC
5025,Impasto Chiaro Sabbioso,NULL,NULL,4,1,1,57,63,0.784,1,7,500,BC,400,BC
5025,Impasto Rosso,NULL,NULL,2,NULL,NULL,6,8,0.212,3,7,800,BC,500,BC
5025,Internal Slip Ware,NULL,NULL,6,NULL,1,1,8,0.27,3,10,400,BC,200,BC
5025,Overpainted Black Gloss,NULL,NULL,NULL,NULL,NULL,3,3,0.014,2,5,400,BC,200,BC
5025,Terra Sigillata,NULL,NULL,8,NULL,5,16,29,0.126,2,6,50,BC,180,AD
5025,Thin Walled,NULL,NULL,8,1,1,15,25,0.104,2,6,175,BC,200,AD
5025,Thin Walled,NULL,NULL,8,1,1,15,25,0.104,2,6,50,AD,100,AD
5027,African Cookware,NULL,NULL,2,NULL,2,5,9,0.082,3,6,1,AD,500,AD
5027,African Red Slip,NULL,NULL,3,NULL,1,2,6,0.068,3,6,20,BC,300,AD
5027,African Red Slip,NULL,NULL,3,NULL,1,2,6,0.068,3,6,75,AD,150,AD
5027,Black Gloss,NULL,NULL,14,1,1,22,38,0.21,2,7,400,BC,50,BC
5027,Commonware,NULL,NULL,44,15,72,134,204,3.135,2,10,80,AD,90,AD
5027,Commonware,NULL,NULL,44,15,72,134,204,3.135,2,10,190,AD,0,AD
5027,Impasto,NULL,NULL,2,2,2,6,12,0.165,2,5,900,BC,500,BC
5027,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,3,3,0.044,3,5,500,BC,400,BC
5027,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,0.004,NULL,2,800,BC,500,BC
5027,Internal Red Slip Ware,NULL,NULL,NULL,NULL,NULL,1,1,0.012,NULL,4,200,BC,300,AD
5027,Terra Sigillata,NULL,NULL,4,NULL,2,10,16,0.13,1,6,50,BC,180,AD
5027,Thin Walled,NULL,NULL,5,1,2,14,21,0.071,1,6,175,BC,200,AD
5027,Thin Walled,NULL,NULL,5,1,2,14,21,0.071,1,6,27,BC,200,AD
5029,Terra Sigillata,NULL,NULL,NULL,NULL,1,1,2,0.006,4,4,30,AD,40,AD
5029,Thin Walled,NULL,NULL,NULL,NULL,NULL,2,2,0.001,2,2,175,BC,200,AD
5031,Commonware,NULL,NULL,2,NULL,1,5,8,0.076,2,5,700,BC,900,AD
5031,Commonware,NULL,NULL,2,NULL,1,5,8,0.076,2,5,700,BC,900,AD
5031,Impasto,NULL,NULL,NULL,NULL,NULL,4,4,0.014,3,4,900,BC,500,BC
5031,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.001,NULL,2,800,BC,500,BC
5034,Thin Walled,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.001,NULL,2,175,BC,200,AD
5048,African Red Slip,NULL,NULL,NULL,NULL,NULL,1,1,0.002,NULL,2,1,AD,500,AD
5048,Amphora,NULL,NULL,36,34,4,377,451,23.965,3,10,325,BC,130,BC
5048,Amphora,NULL,NULL,36,34,4,377,451,23.965,3,10,25,BC,150,AD
5048,Amphora,NULL,NULL,36,34,4,377,451,23.965,3,10,14,AD,190,AD
5048,Amphora,NULL,NULL,36,34,4,377,451,23.965,3,10,1,AD,190,AD
5048,Black Gloss,NULL,NULL,8,1,2,18,29,0.336,2,10,400,BC,50,BC
5048,Commonware,NULL,NULL,97,17,20,247,381,5.419,2,10,100,BC,30,BC
5048,Commonware,NULL,NULL,97,17,20,247,381,5.419,2,10,27,BC,100,AD
5048,Commonware,NULL,NULL,97,17,20,247,381,5.419,2,10,150,BC,1,BC
5048,Commonware,NULL,NULL,97,17,20,247,381,5.419,2,10,40,BC,81,AD
5048,Impasto,NULL,NULL,2,NULL,1,11,14,0.224,2,6,900,BC,500,BC
5048,Impasto Chiaro Sabbioso,NULL,NULL,2,NULL,NULL,1,3,0.134,5,7,500,BC,400,BC
5048,Terra Sigillata,NULL,NULL,33,NULL,35,92,160,1.09,2,10,50,BC,180,AD
5048,Terra Sigillata,NULL,NULL,33,NULL,35,92,160,1.09,2,10,20,BC,1,BC
5048,Terra Sigillata,NULL,NULL,33,NULL,35,92,160,1.09,2,10,14,AD,100,AD
5048,Terra Sigillata,NULL,NULL,33,NULL,35,92,160,1.09,2,10,40,AD,117,AD
5048,Terra Sigillata,NULL,NULL,33,NULL,35,92,160,1.09,2,10,14,AD,68,AD
5048,Terra Sigillata,NULL,NULL,33,NULL,35,92,160,1.09,2,10,14,BC,14,AD
5048,Terra Sigillata,NULL,NULL,33,NULL,35,92,160,1.09,2,10,27,BC,20,AD
5048,Terra Sigillata,NULL,NULL,33,NULL,35,92,160,1.09,2,10,40,BC,15,BC
5048,Terra Sigillata,NULL,NULL,33,NULL,35,92,160,1.09,2,10,27,BC,10,BC
5048,Terra Sigillata,NULL,NULL,33,NULL,35,92,160,1.09,2,10,35,AD,69,AD
5048,Thin Walled,NULL,NULL,9,4,6,39,58,0.13,2,5,175,BC,200,AD
5050,African Cookware,NULL,NULL,NULL,NULL,NULL,4,4,0.018,NULL,NULL,1,AD,500,AD
5050,Black Gloss,NULL,NULL,2,NULL,NULL,5,7,0.038,NULL,NULL,400,BC,50,BC
5050,Impasto,NULL,NULL,NULL,NULL,1,4,5,0.028,NULL,NULL,900,BC,500,BC
5050,Terra Sigillata,NULL,NULL,2,NULL,NULL,2,4,0.006,NULL,NULL,50,BC,180,AD
5052,African Cookware,NULL,NULL,6,NULL,NULL,27,33,0.492,2,8,1,AD,500,AD
